Text,Meaning,Sentiment
I see him all around Fayetteville but I never say anything to her lol idk why,I see him all around Fayetteville but I never say anything to her laughing out loud i don't know why,Neutral
Gtfo scar . shit u,get the fuck out scar . shit you,Negative
don't worry we are warriors and the only person we need is Demi she is string and so are we luv u hopefully u can be strong,do not worry we are warriors and the only person we need is Demi she is string and so are we love you hopefully you can be strong,Positive
"when bae is mad at you , but u just wanna love them","when baby is mad at you , but you just want to love them",Positive
why r u crying it starts in 20 minutes,why are you crying it starts in 20 minutes,Negative
Bruh ... its raining hard asf,Bruh ... its raining hard as fuck,Neutral
when is hells kitchen on in the UK . .. Plz,when is hells kitchen on in the UK . .. Please,Neutral
You ever caught yourself singin and you hit that note like you can sing lol,You ever caught yourself singin and you hit that note like you can sing laughing out loud,Positive
A flower with wind chimes hangin off where her coochie is lmao .,A flower with wind chimes hangin off where her coochie is laughing my ass off .,Positive
hey liamHow are you today ? Can u pls do the honor and be my best man ? Love you alots,hey liamHow are you today ? Can you please do the honor and be my best man ? Love you alots,Positive
"HEY BBY PLEASE FOLLOW ME , I LOVE U SO MUCH AND U NEVER NOTICE ME","HEY baby PLEASE FOLLOW ME , I LOVE you SO MUCH AND you NEVER NOTICE ME",Positive
"Watched the TRG stream for the 9th time , still can't handle it !","Watched the TRG stream for the 9th time , still cannot handle it !",Positive
"i see , u can comeee","i see , you can come",Positive
"Lol , i knew it wasnt gone be long before she changed her header !!","laughing out loud , i knew it was not gone be long before she changed her header !!",Neutral
Slender Blond Hottie Provides Her BF With A gift,Slender Blond Hottie Provides Her boyfriend With A gift,Positive
Mannnn idekk where my phonee iss,Mannnn i don't know where my phonee is,Negative
yall be all into lol,you all be all into laughing out loud,Positive
tumblr n music b4 bed,tumblr and music before bed,Neutral
lol I was gunna slide in ya dm till I saw u wasn't following back lol,laughing out loud I was going to slide in you direct message till I saw you was not following back laughing out loud,Negative
leighton cauchi hugged me bc he's my best friend aw im friendzoned,leighton cauchi hugged me because he is my best friend aw i am friendzoned,Negative
aww it goes so quick doesnt it . Take care,aww it goes so quick does not it . Take care,Neutral
Fuck that lil indirect shit R.I.P AJ,Fuck that little indirect shit R.I.P AJ,Negative
omg omg thaaank you ! Xd I found this hipster pics n decided 2 do pics with bunny * * look XD,oh my god oh my god thank you ! Xd I found this hipster pictures and decided to do pictures with bunny * *,Positive
Thanks Dilla and Winda ... You're so cool .,Thanks Dilla and Winda ... you are so cool .,Positive
haha sounds great so who is with me whois for true love aka Jays,haha sounds great so who is with me whois for true love also known as Jays,Positive
FCUK WHOEVER MADE THIS OMFG NO,FUCK WHOEVER MADE THIS oh my fucking god NO,Negative
I look so awk in this pic lol,I look so awkward in this picture laughing out loud,Negative
"I want payback for Debbie , Braden Holt , & you're gona do it .","I want payback for Debbie , Braden Holt , & you are going to do it .",Positive
im awake and its 9.54 wtf im so tired cause i went to sleep like 6am but i cant sleep,i am awake and its 9.54 what the fuck i am so tired cause i went to sleep like 6am but i cannot sleep,Negative
no I'm not sure that's why I saidapparentlybut IM CRYING ALREADY OMG,no I am not sure that is why I saidapparentlybut IM CRYING ALREADY oh my god,Negative
you spelt it wrong lmfao,you spelt it wrong laughing my fucking ass off,Negative
"Niggas be likeI'll send you the answers , I gotchu","Niggas be likei will send you the answers , I gotchu",Positive
James and his twin brother lol wtf,James and his twin brother laughing out loud what the fuck,Negative
Do we have a video of Nina and Kellan at the WMA already ? I wanna know wtf were they doing with that bread ...,Do we have a video of Nina and Kellan at the WMA already ? I wanna know what the fuck were they doing with that bread ...,Neutral
he dressed up to warm the bench tonite lmao,he dressed up to warm the bench tonight laughing my ass off,Negative
niggah I don't even know where my xbox is,niggah I do not even know where my xbox is,Negative
wat u kno ' bout hockey ?!,what you know ' about hockey ?!,Neutral
nah u just dont wanna see me win lmao,no you just do not want to see me win laughing my ass off,Negative
Maturity doesn't come with age but with experience so I dont blameold headswen they dont act their age they just havent experience shit,Maturity does not come with age but with experience so I do not blameold headswen they do not act their age they just have not experience shit,Negative
TARA PLS Haha Where ka ba now ?,TARA please Haha Where ka ba now ?,Neutral
why is my bestfriend so sexy ..??!! . Got a nigga feeling ugly fr .,why is my bestfriend so sexy ..??!! . Got a nigga feeling ugly for real .,Negative
She didnt expect to see u,She did not expect to see you,Neutral
"Woah , that was weird seeing you but im happy we didsorry she wasnt overly excited to talk","Woah , that was weird seeing you but i am happy we did sorry she was not overly excited to talk .",Positive
Tryin to remember how I expressed feelings in textin b4 emojis . Can't really remember lol,Trying to remember how I expressed feelings in texting before emojis . cannot really remember laughing out loud,Neutral
To all the boys lieing that they don't have gf just to make some of us dere side chicks .. May God punish u,To all the boys lieing that they do not have girlfriend just to make some of us dere side chicks .. May God punish you,Negative
The BIGGEST lebron haters are Kobe fans .. idk y,The BIGGEST lebron haters are Kobe fans .. i do not know why,Neutral
U and ur boyfriend got it commin,you and your boyfriend got it coming,Negative
Nee bad or gud pblm illa bt Enakku Always Good Frnd,not bad or good problem illa but Enakku Always Good Friend,Neutral
HIS NAME IS BULLSEYE BC YOU SEE HIS BLACK EYE WELL THATS WHY,HIS NAME IS BULLSEYE because YOU SEE HIS BLACK EYE WELL that is WHY,Neutral
Lol i dnt kno why that was funny,laughing out loud i do not know why that was funny,Neutral
WHY WAS MADISON INVITED BUT TAYLOR WASNT WTF IS THIS ? This is not brotherr ship,WHY WAS MADISON INVITED BUT TAYLOR was not what the fuck IS THIS ? This is not brothership,Negative
I love how the people at lollicup know me cause of the drink I order lol,I love how the people at lollicup know me cause of the drink I order laughing out loud,Positive
i thought of u after omg,i thought of you after oh my god,Positive
these hoes ain't loyalwe talkin bout you blood .,these hoes are not loyal we talking about you blood .,Negative
Why all d unloyal hoe bitches b screamin,Why all the unloyal hoe bitches be screaming,Neutral
i swear to god when i get my license im not boutta pick up people who dont ever do it for me . gtfo,i swear to god when i get my license i am not about to pick up people who do not ever do it for me . get the fuck out,Negative
Wish u both a Lovely day,Wish you both a Lovely day,Positive
friendzones u but with benefits,friendzones you but with benefits,Positive
rt another gain tweet in 5 mins get stalking or u miss it,retweet another gain tweet in 5 mins get stalking or you miss it,Neutral
Now leavin for work I guess I'll go to sleep homie .,Now leaving for work I guess i will go to sleep homie .,Neutral
k bitch facebook isn't for you to share that stupid shit your crapstain of a little sister would reblog so can u just not .,ok bitch facebook is not for you to share that stupid shit your crapstain of a little sister would reblog so can you just not .,Negative
U can feel dloneliest woman on Earth bein in a bad relationship or a toxic marriage.,you can feel the loneliest woman on Earth being in a bad relationship or a toxic marriage.,Neutral
"Erly mrng prayrs in temple also use speakers . y to wry only about masjids ? Masjd or Tmple , Its God . lets tak dat","Early morning prayers in temple also use speakers . why to worry only about masjids ? Masjid or Temple , Its God . lets take that",Negative
Come at me with indirects I aint gon write a song about you Ima knee you in ya neck,Come at me with indirects I aint gonna write a song about you i'm gonna knee you in your neck,Positive
